espèce source,interaction,espèce cible,source,poids,commentaire
choux,favorise,sauge,"Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Companion planting', Favorise d'après 'Jardin Bio', Favorise d'après 'Le potager de Marie', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'Companion gardening', Favorise d'après 'IDEP Foundation', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",15.0,
choux,défavorise,scarole,"Défavorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007'",1.0,
choux,favorise,soucis,"Favorise d'après 'Companion planting', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'IDEP Foundation', Favorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Favorise d'après 'good and bad companions for vegetables', Défavorise d'après 'Rustica'",4.0,
choux,favorise,tanaisie,"Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'IDEP Foundation'",2.0,
choux,favorise,thym,"Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'Le potager de Marie', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Companion planting', Favorise d'après 'Jardin Bio', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'IDEP Foundation', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",10.0,
choux,favorise,tomate,"Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'good and bad companions for vegetables', Favorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Favorise d'après 'Association FredoBio', Favorise d'après 'Wikipedia. Article ""Culture associée""', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Le potager de Marie', Défavorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Favorise d'après 'Jardinage Biologique', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Jardin Bio', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Companion planting', Favorise d'après 'Anne Maurel. Les associations favorables en jardinage biologique.', Défavorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Défavorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Défavorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Défavorise d'après 'Companion gardening', Défavorise d'après 'Defi Ecologique', Défavorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Défavorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Défavorise d'après 'Companion Planting  The Natural Way to Gardening', Défavorise d'après 'ATTRA. National Sustainable Agriculture Information Service', Défavorise d'après 'Rustica'",7.0,
choux,défavorise,vigne,"Défavorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",1.0,
ciboulette,favorise,arbres fruitiers,"Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'IDEP Foundation', Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)'",3.0,
ciboulette,défavorise,aubergine,"Défavorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",1.0,
ciboulette,favorise,basilic,Favorise d'après 'IDEP Foundation',1.0,
ciboulette,favorise,blettes,"Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",1.0,
ciboulette,favorise,carotte,"Favorise d'après 'Jardinage Biologique', Favorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Association FredoBio', Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Le potager de Marie', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Anne Maurel. Les associations favorables en jardinage biologique.', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Companion planting', Favorise d'après 'IDEP Foundation', Favorise d'après 'Plantes amies, ennemies'",18.0,
ciboulette,favorise,cerise,Favorise d'après 'IDEP Foundation',1.0,
ciboulette,défavorise,choux,"Défavorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",1.0,
ciboulette,favorise,concombre,"Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007'",5.0,
ciboulette,favorise,cornichon,"Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007'",1.0,
ciboulette,favorise,"courge, citrouille, potiron","Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",2.0,
ciboulette,favorise,céleris,Favorise d'après 'Sustainable Gardening Australia',1.0,
ciboulette,favorise,epinard,"Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007'",1.0,
ciboulette,favorise,fraise,"Favorise d'après 'IDEP Foundation', Favorise d'après 'Association FredoBio', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Wikipedia. Article ""Culture associée""', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007'",6.0,
ciboulette,défavorise,fève fèverole,Défavorise d'après 'Xavier Gerbeaud. Légumes bons voisins',1.0,
ciboulette,défavorise,haricots,"Défavorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Défavorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Défavorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Défavorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Défavorise d'après 'Sustainable Gardening Australia', Défavorise d'après 'IDEP Foundation', Défavorise d'après 'Companion gardening'",7.0,
ciboulette,favorise,laitue,Favorise d'après 'Sustainable Gardening Australia',1.0,
ciboulette,défavorise,menthe,Défavorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat',1.0,
ciboulette,favorise,mûre,Favorise d'après 'IDEP Foundation',1.0,
ciboulette,favorise,origan,Favorise d'après 'IDEP Foundation',1.0,
ciboulette,favorise,oseille,Favorise d'après 'Ekopedia : cultures associées',1.0,
ciboulette,favorise,panais,"Favorise d'après 'IDEP Foundation', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",2.0,
ciboulette,favorise,persil,"Favorise d'après 'IDEP Foundation', Favorise d'après 'Ekopedia : cultures associées'",2.0,
ciboulette,défavorise,piment,"Défavorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",1.0,
ciboulette,défavorise,pois,"Favorise d'après 'Sustainable Gardening Australia', Défavorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Défavorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Défavorise d'après 'Sustainable Gardening Australia'",2.0,
ciboulette,défavorise,poivron,"Défavorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",1.0,
ciboulette,favorise,pomme,"Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'IDEP Foundation', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Ooreka'",4.0,
ciboulette,favorise,pêche,Favorise d'après 'Ooreka',1.0,
ciboulette,défavorise,radis,"Défavorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",1.0,
ciboulette,favorise,rutabaga,Favorise d'après 'Ekopedia : cultures associées',1.0,
ciboulette,favorise,tomate,"Favorise d'après 'IDEP Foundation', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Le potager de Marie', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007'",6.0,
ciboulette,favorise,vigne,Favorise d'après 'Ekopedia : cultures associées',1.0,
citron,favorise,ail,Favorise d'après 'Ekopedia : cultures associées',1.0,
citronelle,favorise,tomate,Favorise d'après 'Ekopedia : cultures associées',1.0,
concombre,défavorise,absinthe,Défavorise d'après 'Defi Ecologique',1.0,
concombre,favorise,ail,"Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Jean Monet. Le jardin des Monet', Favorise d'après 'Wikipedia. Article ""Culture associée""', Favorise d'après 'Jardinage Biologique', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Anne Maurel. Les associations favorables en jardinage biologique.', Favorise d'après 'Le potager de Marie', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager'",8.0,
concombre,favorise,aneth,"Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Le potager de Marie', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'IDEP Foundation', Favorise d'après 'Wikipedia. Article ""Culture associée""', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Anne Maurel. Les associations favorables en jardinage biologique.', Favorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007'",9.0,
concombre,favorise,asperge,"Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007'",4.0,
concombre,favorise,basilic,"Favorise d'après 'Wikipedia. Article ""Culture associée""', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Association FredoBio', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Anne Maurel. Les associations favorables en jardinage biologique.', Favorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Favorise d'après 'IDEP Foundation', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007'",12.0,
concombre,favorise,betterave,"Favorise d'après 'Jean Monet. Le jardin des Monet', Favorise d'après 'Jardinage Biologique', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",3.0,
concombre,favorise,bourrache,"Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'IDEP Foundation'",2.0,
concombre,favorise,brocoli,"Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Le potager de Marie', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'IDEP Foundation'",5.0,
concombre,favorise,camomille,Favorise d'après 'Ekopedia : cultures associées',1.0,
concombre,favorise,capucine,"Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Companion gardening', Favorise d'après 'good and bad companions for vegetables', Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'Companion planting', Favorise d'après 'IDEP Foundation'",8.0,
concombre,favorise,carotte,"Favorise d'après 'Companion planting', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'IDEP Foundation', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",5.0,
concombre,favorise,chou de bruxelles,"Favorise d'après 'IDEP Foundation', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Ekopedia : cultures associées'",3.0,
concombre,favorise,choux,"Favorise d'après 'Jean Monet. Le jardin des Monet', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Le potager de Marie', Favorise d'après 'IDEP Foundation', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Jardinage Biologique', Favorise d'après 'Companion planting', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'Jardin Bio', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Ecological Agriculture Projects, McGill University', Favorise d'après 'Anne Maurel. Les associations favorables en jardinage biologique.', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007'",17.0,
